,A,B,C,D
0,0.8457342677335258,1.359360853794525,1.1482051975771488,-1.021024041613726
1,-2.0145218618417475,-0.04506275240036557,1.3290179376566764,-0.1760594761522307
2,-0.4119515978609887,-0.6524600167258151,-2.277084374604732,-0.6480054393523081
3,1.1790142816465747,-0.21888615470175157,-0.6298543653489137,-0.47436506094467834
4,1.5231800130053896,-0.9048498170825796,0.788942928345672,-0.09571138735912232
5,-0.5029785874826724,0.2757315342207514,1.2138601691349609,-1.7270950441315833
6,-0.259451056315951,-1.4782424923401203,0.4172217903470324,0.831940726006478
7,1.0975271368536352,-0.17780496085008177,0.023535501365068687,0.26726922943036996
8,-0.15525445713281108,-0.5569490885699014,0.46319968039241727,0.1348062669528632
9,1.7407046466949176,1.358993311292286,-0.0196040109402391,-0.8403669512686933
10,-1.2109293256607652,-0.0077996916013933805,-0.03068161672461877,-0.17954019061695037
11,-0.4089673339771111,-1.4665427481314106,-0.6238644465696526,-0.45152649882205637
12,-1.0134120809804488,-1.4950909562041979,0.9212120711372498,-0.5777147904100517
13,1.9559852923289844,0.9360849600538694,-0.8957499855057389,1.592989396498938
14,-2.277374366781269,0.4802895750827098,0.9828028992303744,-0.15841794743637136
15,-0.49215769743003335,-0.28294539717099587,0.6682427495707604,0.35918114083741287
16,0.10150155664928863,-1.7176086115639866,-0.8568328008920665,-0.3787685472012027
17,0.02625999403075766,-1.1015334712027463,1.4563597257265504,-0.36999546407644035
18,1.0791305835165574,-0.046606791887606795,-0.7808969450406159,1.3691275719076343
19,0.3054867545692463,-0.9092420625517912,0.1917786070892055,-2.112646302369698
20,-0.5488387347900143,0.4280335691573778,1.2795378479264286,-0.7902090846363041
21,-0.9903000067238155,-1.5464004068493,-1.3064538953469986,0.07926006568972191
22,0.8920312137863908,0.9111807163526897,-0.26149445791727627,0.465996822260171
23,0.8294993579312477,-0.6318395447937314,-0.949202122632265,0.13514827347277344
24,-1.7068062516627318,-0.3735129441149691,-0.6325614962095338,-0.2804265826485002
25,-0.49653196588562437,0.304017017937069,-1.7577705250048599,0.15935480523916795
26,-0.06622558619674614,1.400456743057053,-0.2561536949961092,1.7269652305891483
27,0.8593922691929602,1.2397018026594508,0.223368534832441,-0.31186777869206245
28,-0.5592625292214638,-0.1692419679190215,-0.1496910041925311,0.9075134199674375
29,-0.8916282423186731,3.007222813915625,-0.11829301372818218,0.03020822496910514
30,0.8269920031017517,-0.3411884596767364,1.5250917659842067,-0.8744060530269979
31,0.4643331437801989,0.47871366524777526,-0.9832803155803765,0.4185924268445906
32,-0.33339661900836065,-0.4920924707912349,0.3181945889537557,-2.471590066675944
33,1.3422843408854395,1.438216508556733,-1.9639481933035141,1.1520060615159082
34,2.439092814689945,-0.12368838556790954,0.16800125140086536,-0.6201868769009816
35,1.3202200770682233,-1.4477484522510717,-0.3974770125109843,-0.08483662052581539
36,-1.2107266917866069,-0.8178851092743047,0.7563970925439883,-0.1689104844719504
37,-1.418863669954293,-0.8069641818255787,-0.2531301197613629,-0.9176085014152541
38,-0.018788768501962136,-0.047832290463517654,-0.7467980180716423,0.7469468699470284
39,1.5059304111212837,0.05333764721405868,0.6289301384926007,0.9221115110866184
40,-0.5500816143000916,-0.5244842203569079,-1.0210566161005663,0.7140936819007052
41,-1.265538424635884,-0.6198328574209795,0.24375762388673575,-0.49371592708618756
42,1.3787069201838291,-0.15600711774205497,-0.20511253405846763,0.8557700278674572
43,0.9338054337055286,1.3187141862313243,-0.02652361170930028,-0.5155346848464433
44,2.2525726528332455,0.8880433296367877,-0.641888865616487,0.25379893960703787
45,-0.3571776405936533,-0.3366272805026045,-0.907888525926187,-0.8410988619806716
46,-0.1556813997966701,0.2073343009419522,2.2724602374146854,-0.2591181583453724
47,0.11089818483595303,1.533487039734706,-0.6830615387381075,0.06970186504684578
48,-0.3272494194793118,0.6407463235228591,-0.8527039578432152,0.35735434127878163
49,-0.014057281002716504,0.32305321218527727,0.42084065429871165,0.14870169258246796
50,-2.230161058521672,0.05435219499053285,-0.3685391235390428,0.3925194630110973
51,0.4044662816780999,0.38196971828836246,0.8209730797594581,0.7419253941227117
52,-0.4133850645457177,0.10465894556714928,-0.06614337667924557,-0.4676977135001719
53,-0.06951070687780153,-0.9725944299234426,1.4743707928718954,0.5765946413487102
54,0.46950591954367366,-0.6439173490405785,-2.171802443205913,-0.04581060565104457
55,1.3229156361479208,0.8221041351070244,-1.1444693359780602,1.9354205751456275
56,-0.03797513169572386,-0.23056568047453643,-0.0866574158857004,1.0516719695114403
57,-0.16854250764245368,-0.10497174729892941,1.0068498404280972,-0.47656619954676244
58,-0.3602280005281782,1.4500771287646563,0.6986589353532447,-0.3438881846075708
59,-0.9880555517218855,1.4796179282705229,-0.679861710422335,-0.5217746361997782
60,-1.3970470427253958,-2.3226117066823484,0.45457724373014724,-0.525802099365796
61,0.2071985822646904,-0.15094800989801044,0.05956616684112644,0.9052123710577628
62,-0.24045887688368844,1.9079015653264724,0.9692336987081083,0.7161875554598099
63,0.8354273358635249,0.9949521333601357,-0.11943136174464712,1.0583717078767572
64,0.2270423613282805,0.15931334918975273,-0.5863032851427757,0.9464711961771328
65,-0.31801684188169244,-0.1669540659583516,1.1435141023362667,-1.170186092728729
66,0.9515136481053122,0.9751087661689559,0.02208047514378344,-0.029689978727779755
67,-0.7365369491779412,-0.4327284737160842,0.5645097645482174,0.9833924238400412
68,0.7566193783199207,0.11815739156173515,1.237760537333337,-0.9175533379846245
69,-0.21725993517616204,-1.2482464913680706,0.134888309739144,-0.45779495781885754
70,0.12094399992911457,-0.2812916567513066,1.288426682234392,0.35063663831729974
71,1.5431398911882581,1.2036995905794627,1.3364169051237962,-0.2874205555191059
72,-1.1353366264001163,-0.5269971609618351,-0.4399086565810316,1.5107090930791016
73,0.661062037924471,1.0839059492320642,-0.20368210860793598,-0.7875241912394545
74,0.023681729879085595,-1.8662568922982121,-0.48101130033409556,0.8994007113932461
75,-0.6720013189546915,1.1036120633341537,0.6345873394214729,-0.0019344619882960504
76,1.6373344917673276,-0.10016482912356126,0.23052889680464464,0.6875400274438102
77,0.7147816446531299,-1.5004357504751453,0.34180656460818964,-0.24496708394763453
78,-0.3622162632503232,-1.9381374039450339,0.4069436974720962,1.503634996090728
79,-1.348198510145249,-0.9607402369168108,-0.40510143589146946,-0.9821074431173357
80,1.644140408445442,-1.581494302814792,1.2445928088450162,-0.4864364746154498
81,0.4688170984517423,-0.06380949220905766,0.4060443151692227,0.9215233491542495
82,0.5540751457788463,-1.74878460295504,0.4963583059005604,-2.2473213310747755
83,1.1706932723587578,-2.383799905838724,1.045666727264417,0.27294829820708366
84,-1.492905720151552,-0.8972009698362117,0.39045162801388833,-0.15829916019645876
85,0.7774196688981078,1.2781420118452314,-1.0930968144090643,0.32624235913657856
86,0.8314103183078246,0.12743369781658756,2.0962711926494455,-0.6870945777105699
87,-0.17732502877410236,-0.5128302521166445,-0.9809175786300882,1.624993146320537
88,0.6958960178284296,-3.464660498594793,-0.5887292564835678,0.011346976286623992
89,-0.8264441934756402,0.14829162839606305,1.9198385419330528,1.6392905896157994
90,-0.37980577642898106,0.16854237930403254,0.5190997969528585,1.0066789852165727
91,0.2983342317175541,-0.7725452269946332,-0.5579717969282507,0.3058677120219591
92,-0.3958381479558263,0.5691977069035188,0.22059274163203996,-0.8330153538559333
93,-1.0501287476261767,-0.36897372874424084,-0.8353870349566597,-0.9129874051876533
94,-0.6698566338206698,-0.9841337550654882,-0.30052100403395626,0.08462188219337302
95,2.142261693528893,0.7981297919103346,-2.3428900758728126,0.864255236372895
96,0.41973625166847445,-0.14090176746669444,-0.20605489176429448,0.0936673951924025
97,1.2571662691656895,0.4858819681428768,0.465922618193539,-0.4344541499916086
98,-0.05361743160029263,1.0265585596512212,-0.7464614831259617,-0.27621425329850036
99,-0.1540929854159441,1.1022007598994634,-0.8736643789025705,-1.4132259144287536
